Agrupamiento,Imputación,Importe,fecha,DIPONIBILIDAD DE FONDOS,ORIGEN FONDOS
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,54064.54,2026-01-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,53999.74,2026-01-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,19585.5,2026-01-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,426967926.4,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,78310272.05,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,34214417.35,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,33734426.05,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,12003312,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5948223.41,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,5622200,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5359183.1,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,3342158.23,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,1538000,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,1002048.34,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,992159.51,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,872000,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,523631.47,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,521201,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,500000,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,432735.85,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,252000,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,214109.73,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,135000,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,108320,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,69741.01,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,69460.59,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,13635.42,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,0.34,2026-01-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,131291063.2,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,114901179.7,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,11160845,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6867900,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,5158694.63,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,2606065.49,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,2342756.09,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,1875024.53,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1376000,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,1257365.53,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,867151,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,743256.06,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,740576.68,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,382648.61,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,173125,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,146945.32,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,90000,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,62622.02,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,34920,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,34198.66,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,30000,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,27939,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,20000,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,817.43,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,0.01,2026-01-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,534716746.6,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,268541529.6,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,62888637.55,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,29215446.24,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,14613089,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,8293320.67,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,6950805.12,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,5105400,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,5082012.07,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,2420704.73,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1277289.3,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,1241120,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1119685,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,934338.21,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,860000,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,801361.67,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,748411.88,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,550803.45,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,522732,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,306000,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,195280,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,135837.08,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,126000,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,22705.42,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,21941.18,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,19373.3,2026-01-16 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,235871846.6,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,213551409.6,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,44153844.57,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,23931736.04,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,22009473.77,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,12323165,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,9397359.81,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,8905583.78,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,7876447.28,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,4750050,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,2453000,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,2351806.7,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,1558682,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1246932.13,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,1056413.05,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,860000,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,729173.91,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,681856.96,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,612160,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,593780,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,516000,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,439776.84,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,428580,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,406575.29,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,160325.54,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,75137.35,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,14000,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,12611.76,2026-01-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,359001148.3,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.22,INGRESOS VARIOS,336800991,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,249461016.5,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,38028106.04,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,17835812.07,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,14169900,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,7452490.35,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5853410.79,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,5149050,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,3775833.6,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,3032937.34,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,1384250.41,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1377000,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,1043000,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,980434.85,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,829357.99,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,643597,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,565000,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,519160,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,418864.69,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,373409.47,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,196920,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,143140,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,125999.85,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,83173.56,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,14000,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,13532,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,-0.05,2026-01-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,876214693.9,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.06,CONVENIO A.C.A.R.A.,187517295.5,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,153209453.3,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,30310448.68,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,23354189.11,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,18123377.64,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,13291171,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5778194.73,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,5169500,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,4681122.68,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,4061069.91,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,2559623.56,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,2316072.03,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1370000,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,877399.6,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,869378,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,643905.97,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,417985,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,375000,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,309396.09,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,288000,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,206380.34,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,95975,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,64330.48,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,61000,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,47812.37,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,7500.5,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.22,INGRESOS VARIOS,-336800991,2026-01-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,916365519.3,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,97527543.63,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,21252493.71,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,14470573,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,14120492,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,13849249.32,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,10213603.27,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,8423850,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5885318.93,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5799045.92,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,5469359,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,4820162.34,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,1924100,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1468000,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,736563,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,723075.56,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,557120,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,462495.87,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,358920,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,157871.88,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,135000,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,99000.05,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,63000,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,32996.21,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,31016,2026-01-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,2041371794,2026-01-23 00:00:00,Libre Disponibilidad,Municipales
