Agrupamiento,Imputación,Importe,fecha,DIPONIBILIDAD DE FONDOS,ORIGEN FONDOS
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,15472071,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,15306682.05,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,11992579.3,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,9051648.64,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,7188968.35,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6859100,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,3413003.49,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,3211422.76,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,3008474.56,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1932498.14,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1822366,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,1103000,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,760805.06,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,616559.04,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,354563.75,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,305214,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,297537.15,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,254901.22,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,158832,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),110750,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,22060,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,3812.12,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,50.55,2026-07-14 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,204519716.4,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,127892635.6,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,109671577.7,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,34357410.1,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,26851109.44,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,20103971.27,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,12981588.03,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,12553656,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,7245757.2,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6963299.46,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,6739610.48,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,5193078.85,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,4887940,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,4563854.91,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,4173125,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,2972340.43,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,963140,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,810407.27,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,710781,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,389056.91,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,388256.76,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,259207.84,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,218394,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,167057.81,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),113550,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
2.1.2.01,CONTRIBUCIONES POR MEJORAS DEL EJERCICIO,54000,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,31160.78,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,22060,2026-07-15 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,610975909,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,337037902.1,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,88110790.16,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,25938488.73,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.06,CONVENIO A.C.A.R.A.,25248157.8,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,22290206.73,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,9883166.55,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,9875031.5,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6315150,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,5986509.34,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5533702.35,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,4480182.94,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,4457130.53,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,3105776.95,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,2582025,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,2188577.6,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,1642253.97,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,838280,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,664006,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,654473.47,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,382719,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,367298.9,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,342347.04,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,317664,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,256245.61,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),110750,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,74930,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,31500,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,26461.61,2026-07-17 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,317540803.9,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,304952906.6,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,95197576.81,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,75340818.01,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,45457708.53,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,28456765.72,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,16752474.97,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,16061018.68,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,10931211.63,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,9998500,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,9682160.76,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,7612905,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,7250494.3,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,6090193,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,4079583.82,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,3181689.19,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,1690528,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,992902.08,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,945994.42,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,750040,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,534930.93,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,277956,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,211424.15,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),113550,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,76748.19,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,50731.8,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,14339,2026-07-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,986322285.9,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,230190019.3,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,32486520.9,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,30811308.59,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,19942566.15,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,18492375.86,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,13436283.26,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,10055668,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,8526775.18,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6407317.46,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,6203594.6,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,5315925,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,4679278.77,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,4455444,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,4195299.07,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,864467,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,827125.78,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,783980,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,722778.42,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,491488.15,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,330290.41,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,221166,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,152062.96,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,116459.51,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),113550,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,98136.09,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,31500,2026-07-21 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,904384812,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,127959528,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,29363821,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,23807880.9,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,20537531.8,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,13127525,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,8517022.66,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,7725746.7,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,7293450.08,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5488012.61,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,3600394.17,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,3076551,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,2953244.78,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,2560451.27,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,2548938.2,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,1249050,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,760900,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,755654.03,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,711218,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,600309.38,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,253758.88,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,176788.03,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,161208,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.01,MULTAS POR CONTRAVENCIONES (EJERCICIO),113550,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,100768.16,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,4717.96,2026-07-22 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,2082137732,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,111430015,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,76017767,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,42424132.5,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,26577386.6,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,20971259.9,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,19437978.3,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,17865533,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,12205468.9,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,11668651.5,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,8909475,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,7926486.33,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5457822.42,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,5082146.25,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,3809098,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,3782252.13,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,3130076.11,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,2249588.84,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,872220,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,775765.46,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,659545.08,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,402228,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,400350.02,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,311300.74,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,151875,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,131352.75,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,9523.5,2026-07-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,1045068067,2026-07-24 00:00:00,Libre Disponibilidad,Municipales
